Breakout,,,,,
Episode Number,Episode Steps,Cumulative Steps,Reward,Score,Epsilon
2608,698,1222038,17,23,0.1
2609,335,1222373,7,13,0.1
2610,755,1223128,17,23,0.1
2611,531,1223659,14,20,0.1
2612,892,1224551,25,34,0.1
2613,638,1225189,14,20,0.1
2614,723,1225912,19,28,0.1
2615,665,1226577,17,23,0.1
2616,810,1227387,13,16,0.1
2617,563,1227950,12,18,0.1
2618,716,1228666,18,33,0.1
2619,594,1229260,11,14,0.1
2620,868,1230128,20,29,0.1
2621,785,1230913,20,29,0.1
2622,1194,1232107,30,39,0.1
2623,599,1232706,12,15,0.1
2624,966,1233672,23,38,0.1
2625,663,1234335,17,23,0.1
2626,877,1235212,22,31,0.1
2627,814,1236026,21,27,0.1
2628,1004,1237030,25,31,0.1
2629,988,1238018,26,29,0.1
2630,799,1238817,19,25,0.1
2631,512,1239329,12,21,0.1
2632,573,1239902,11,11,0.1
2633,952,1240854,24,36,0.1
2634,1060,1241914,29,41,0.1
2635,857,1242771,22,22,0.1
2636,882,1243653,24,27,0.1
2637,670,1244323,17,23,0.1
2638,666,1244989,18,24,0.1
2639,732,1245721,21,27,0.1
2640,824,1246545,22,28,0.1
2641,601,1247146,15,15,0.1
2642,798,1247944,24,45,0.1
2643,753,1248697,19,25,0.1
2644,460,1249157,9,9,0.1
2645,846,1250003,21,24,0.1
2646,738,1250741,19,25,0.1
2647,715,1251456,19,19,0.1
2648,914,1252370,24,30,0.1
2649,809,1253179,21,33,0.1
2650,631,1253810,15,18,0.1
2651,766,1254576,19,28,0.1
2652,932,1255508,24,33,0.1
2653,837,1256345,19,19,0.1
2654,801,1257146,19,22,0.1
2655,807,1257953,20,29,0.1
2656,682,1258635,16,16,0.1
2657,940,1259575,23,23,0.1
2658,598,1260173,15,15,0.1
2659,590,1260763,16,22,0.1
2660,736,1261499,20,26,0.1
2661,870,1262369,22,22,0.1
2662,822,1263191,23,29,0.1
2663,733,1263924,19,34,0.1
2664,658,1264582,16,28,0.1
2665,722,1265304,20,32,0.1
2666,700,1266004,17,23,0.1
2667,728,1266732,17,20,0.1
2668,647,1267379,15,21,0.1
2669,571,1267950,14,14,0.1
2670,712,1268662,18,18,0.1
2671,603,1269265,14,20,0.1
2672,695,1269960,18,24,0.1
2673,673,1270633,16,16,0.1
2674,820,1271453,21,27,0.1
2675,655,1272108,14,20,0.1
2676,874,1272982,23,26,0.1
2677,826,1273808,22,31,0.1
2678,784,1274592,20,23,0.1
2679,713,1275305,15,21,0.1
2680,592,1275897,14,20,0.1
2681,732,1276629,19,22,0.1
2682,572,1277201,13,16,0.1
2683,744,1277945,19,19,0.1
2684,696,1278641,14,17,0.1
2685,828,1279469,21,30,0.1
2686,915,1280384,26,32,0.1
2687,505,1280889,9,9,0.1
2688,678,1281567,15,21,0.1
2689,523,1282090,12,18,0.1
2690,728,1282818,21,30,0.1
2691,734,1283552,17,26,0.1
2692,692,1284244,16,19,0.1
2693,930,1285174,26,41,0.1
2694,653,1285827,13,13,0.1
2695,680,1286507,16,16,0.1
2696,786,1287293,19,22,0.1
2697,924,1288217,22,28,0.1
2698,647,1288864,16,25,0.1
2699,862,1289726,22,31,0.1
2700,524,1290250,13,16,0.1
2701,563,1290813,12,12,0.1
2702,566,1291379,13,19,0.1
2703,541,1291920,12,12,0.1
2704,917,1292837,22,31,0.1
2705,693,1293530,17,26,0.1
2706,1028,1294558,25,34,0.1
2707,601,1295159,13,16,0.1
2708,815,1295974,20,29,0.1
2709,910,1296884,20,26,0.1
2710,927,1297811,19,25,0.1
2711,729,1298540,19,22,0.1
2712,942,1299482,26,32,0.1
2713,749,1300231,17,17,0.1
2714,765,1300996,19,22,0.1
2715,667,1301663,15,15,0.1
2716,589,1302252,15,21,0.1
2717,788,1303040,20,26,0.1
2718,945,1303985,26,35,0.1
2719,785,1304770,22,28,0.1
2720,983,1305753,28,43,0.1
2721,654,1306407,15,18,0.1
2722,770,1307177,19,25,0.1
2723,717,1307894,18,21,0.1
2724,839,1308733,23,26,0.1
2725,657,1309390,17,23,0.1
2726,641,1310031,16,19,0.1
2727,794,1310825,22,31,0.1
2728,784,1311609,20,26,0.1
2729,823,1312432,23,35,0.1
2730,793,1313225,20,26,0.1
2731,1142,1314367,30,39,0.1
2732,875,1315242,23,32,0.1
2733,396,1315638,8,8,0.1
2734,561,1316199,12,18,0.1
2735,807,1317006,21,24,0.1
2736,671,1317677,16,16,0.1
2737,1007,1318684,26,32,0.1
2738,741,1319425,19,22,0.1
2739,498,1319923,11,11,0.1
2740,859,1320782,23,32,0.1
2741,711,1321493,20,29,0.1
2742,919,1322412,24,33,0.1
2743,566,1322978,14,14,0.1
2744,723,1323701,20,29,0.1
2745,899,1324600,21,30,0.1
2746,661,1325261,16,22,0.1
2747,712,1325973,18,30,0.1
2748,543,1326516,13,13,0.1
2749,684,1327200,17,20,0.1
2750,850,1328050,20,29,0.1
2751,977,1329027,26,41,0.1
2752,856,1329883,23,38,0.1
2753,821,1330704,23,38,0.1
2754,904,1331608,24,27,0.1
2755,654,1332262,17,20,0.1
2756,533,1332795,11,11,0.1
2757,767,1333562,20,29,0.1
2758,799,1334361,22,25,0.1
2759,833,1335194,21,27,0.1
2760,807,1336001,22,25,0.1
2761,629,1336630,15,21,0.1
2762,611,1337241,15,21,0.1
2763,616,1337857,16,22,0.1
2764,737,1338594,17,20,0.1
2765,799,1339393,21,33,0.1
2766,543,1339936,14,14,0.1
2767,650,1340586,16,16,0.1
2768,608,1341194,15,18,0.1
2769,689,1341883,17,29,0.1
2770,903,1342786,21,24,0.1
2771,767,1343553,17,23,0.1
2772,892,1344445,22,31,0.1
2773,498,1344943,11,11,0.1
2774,742,1345685,18,24,0.1
2775,511,1346196,11,14,0.1
2776,874,1347070,21,27,0.1
2777,799,1347869,20,29,0.1
2778,712,1348581,17,29,0.1
2779,577,1349158,14,14,0.1
2780,812,1349970,22,31,0.1
2781,587,1350557,16,16,0.1
2782,795,1351352,20,29,0.1
2783,799,1352151,22,31,0.1
2784,753,1352904,18,21,0.1
2785,595,1353499,14,23,0.1
2786,753,1354252,19,22,0.1
2787,751,1355003,20,20,0.1
2788,997,1356000,26,35,0.1
2789,1022,1357022,27,36,0.1
2790,616,1357638,14,14,0.1
2791,730,1358368,17,26,0.1
2792,917,1359285,21,30,0.1
2793,677,1359962,16,22,0.1
2794,804,1360766,22,37,0.1
2795,728,1361494,20,23,0.1
2796,1019,1362513,26,35,0.1
2797,1241,1363754,35,56,0.1
2798,916,1364670,23,26,0.1
2799,841,1365511,21,27,0.1
2800,923,1366434,23,29,0.1
2801,712,1367146,18,21,0.1
2802,880,1368026,22,25,0.1
2803,680,1368706,19,25,0.1
2804,982,1369688,25,31,0.1
2805,791,1370479,22,25,0.1
2806,885,1371364,23,32,0.1
2807,654,1372018,17,20,0.1
2808,507,1372525,11,11,0.1
2809,531,1373056,13,13,0.1
2810,597,1373653,15,15,0.1
2811,632,1374285,14,17,0.1
2812,793,1375078,20,23,0.1
2813,697,1375775,17,17,0.1
2814,797,1376572,22,25,0.1
2815,712,1377284,16,19,0.1
2816,590,1377874,16,19,0.1
2817,647,1378521,16,19,0.1
2818,1226,1379747,29,41,0.1
2819,589,1380336,14,17,0.1
2820,688,1381024,17,17,0.1
2821,852,1381876,21,24,0.1
2822,1024,1382900,26,29,0.1
2823,685,1383585,18,21,0.1
2824,837,1384422,20,23,0.1
2825,878,1385300,21,27,0.1
2826,941,1386241,24,36,0.1
2827,824,1387065,20,26,0.1
2828,670,1387735,17,20,0.1
2829,1140,1388875,29,47,0.1
2830,843,1389718,21,27,0.1
2831,956,1390674,26,29,0.1
2832,907,1391581,18,18,0.1
2833,957,1392538,26,35,0.1
2834,649,1393187,16,22,0.1
2835,799,1393986,21,24,0.1
2836,716,1394702,15,18,0.1
2837,801,1395503,21,30,0.1
2838,637,1396140,15,18,0.1
2839,759,1396899,17,20,0.1
2840,664,1397563,11,11,0.1
2841,858,1398421,23,35,0.1
2842,654,1399075,16,22,0.1
2843,895,1399970,23,29,0.1
2844,569,1400539,13,13,0.1
2845,578,1401117,16,25,0.1
2846,696,1401813,18,21,0.1
2847,867,1402680,22,31,0.1
2848,837,1403517,20,23,0.1
2849,690,1404207,17,29,0.1
2850,1008,1405215,26,35,0.1
2851,765,1405980,19,22,0.1
2852,717,1406697,19,22,0.1
2853,1017,1407714,28,37,0.1
2854,818,1408532,19,25,0.1
2855,894,1409426,21,30,0.1
2856,870,1410296,23,35,0.1
2857,1040,1411336,28,40,0.1
2858,1130,1412466,30,42,0.1
2859,541,1413007,10,10,0.1
2860,948,1413955,23,32,0.1
2861,548,1414503,12,18,0.1
2862,938,1415441,21,27,0.1
2863,661,1416102,16,22,0.1
2864,859,1416961,22,28,0.1
2865,937,1417898,24,33,0.1
2866,1019,1418917,26,32,0.1
2867,482,1419399,12,15,0.1
2868,911,1420310,25,34,0.1
2869,888,1421198,23,26,0.1
2870,674,1421872,17,23,0.1
2871,539,1422411,11,14,0.1
2872,739,1423150,20,32,0.1
2873,741,1423891,19,22,0.1
2874,647,1424538,15,21,0.1
2875,845,1425383,22,22,0.1
2876,789,1426172,20,23,0.1
2877,824,1426996,19,22,0.1
2878,955,1427951,25,34,0.1
2879,614,1428565,15,15,0.1
2880,1009,1429574,28,40,0.1
2881,915,1430489,25,37,0.1
2882,931,1431420,24,36,0.1
2883,885,1432305,21,30,0.1
2884,554,1432859,11,11,0.1
2885,978,1433837,24,30,0.1
2886,871,1434708,24,33,0.1
2887,750,1435458,19,22,0.1
2888,832,1436290,23,29,0.1
2889,662,1436952,16,22,0.1
2890,1053,1438005,29,50,0.1
2891,679,1438684,17,17,0.1
2892,810,1439494,20,23,0.1
2893,820,1440314,21,27,0.1
2894,1069,1441383,27,39,0.1
2895,1127,1442510,30,51,0.1
2896,657,1443167,17,17,0.1
2897,708,1443875,18,24,0.1
2898,894,1444769,22,25,0.1
2899,814,1445583,21,24,0.1
2900,502,1446085,13,19,0.1
2901,761,1446846,17,26,0.1
2902,824,1447670,19,22,0.1
2903,846,1448516,21,27,0.1
2904,503,1449019,13,16,0.1
2905,770,1449789,18,18,0.1
2906,936,1450725,23,29,0.1
2907,812,1451537,20,26,0.1
2908,819,1452356,22,31,0.1
2909,560,1452916,13,13,0.1
2910,1054,1453970,28,37,0.1
2911,1132,1455102,31,46,0.1
2912,1200,1456302,35,65,0.1
2913,494,1456796,13,19,0.1
2914,633,1457429,16,22,0.1
2915,1037,1458466,24,30,0.1
2916,1018,1459484,29,44,0.1
2917,632,1460116,15,15,0.1
2918,683,1460799,18,24,0.1
2919,786,1461585,22,37,0.1
2920,580,1462165,16,22,0.1
2921,719,1462884,20,35,0.1
2922,847,1463731,23,26,0.1
2923,1052,1464783,26,41,0.1
2924,665,1465448,18,27,0.1
2925,690,1466138,19,28,0.1
2926,1145,1467283,28,40,0.1
2927,679,1467962,16,16,0.1
2928,732,1468694,19,19,0.1
2929,1059,1469753,27,39,0.1
2930,798,1470551,20,26,0.1
2931,778,1471329,21,33,0.1
2932,349,1471678,7,7,0.1
2933,769,1472447,20,26,0.1
2934,669,1473116,18,24,0.1
2935,1085,1474201,30,45,0.1
2936,721,1474922,19,22,0.1
2937,643,1475565,18,24,0.1
2938,1014,1476579,28,37,0.1
2939,647,1477226,18,24,0.1
2940,1001,1478227,27,33,0.1
2941,704,1478931,18,21,0.1
2942,825,1479756,23,41,0.1
2943,1130,1480886,31,52,0.1
2944,625,1481511,16,16,0.1
2945,751,1482262,20,23,0.1
2946,430,1482692,9,9,0.1
2947,672,1483364,17,20,0.1
2948,713,1484077,20,26,0.1
2949,1059,1485136,27,39,0.1
2950,1085,1486221,27,42,0.1
2951,1029,1487250,28,43,0.1
2952,679,1487929,17,17,0.1
2953,685,1488614,18,24,0.1
2954,583,1489197,14,17,0.1
2955,689,1489886,18,27,0.1
2956,835,1490721,21,27,0.1
2957,1476,1492197,37,55,0.1
2958,627,1492824,14,20,0.1
2959,376,1493200,8,11,0.1
2960,536,1493736,10,10,0.1
2961,1041,1494777,26,38,0.1
2962,703,1495480,19,28,0.1
2963,807,1496287,23,29,0.1
2964,596,1496883,13,13,0.1
2965,777,1497660,21,30,0.1
2966,916,1498576,25,40,0.1
2967,816,1499392,22,28,0.1
2968,766,1500158,18,18,0.1
2969,1027,1501185,26,41,0.1
2970,788,1501973,21,27,0.1
2971,851,1502824,22,25,0.1
2972,741,1503565,17,26,0.1
2973,914,1504479,24,33,0.1
2974,573,1505052,15,24,0.1
2975,904,1505956,25,34,0.1
2976,1092,1507048,28,34,0.1
2977,898,1507946,25,43,0.1
2978,1118,1509064,29,41,0.1
2979,605,1509669,16,28,0.1
2980,937,1510606,24,36,0.1
2981,697,1511303,16,22,0.1
2982,853,1512156,23,32,0.1
2983,875,1513031,23,29,0.1
2984,868,1513899,21,24,0.1
2985,993,1514892,24,30,0.1
2986,832,1515724,22,34,0.1
2987,693,1516417,18,27,0.1
2988,941,1517358,25,31,0.1
2989,701,1518059,17,20,0.1
2990,644,1518703,14,17,0.1
2991,754,1519457,19,22,0.1
2992,870,1520327,23,32,0.1
2993,815,1521142,22,34,0.1
2994,776,1521918,22,34,0.1
2995,611,1522529,14,17,0.1
2996,740,1523269,17,20,0.1
2997,657,1523926,16,19,0.1
2998,576,1524502,14,14,0.1
2999,846,1525348,20,29,0.1
3000,813,1526161,21,27,0.1
3001,698,1526859,18,24,0.1
3002,673,1527532,19,28,0.1
3003,808,1528340,20,23,0.1
3004,843,1529183,22,25,0.1
3005,963,1530146,27,36,0.1
3006,647,1530793,16,25,0.1
3007,857,1531650,22,31,0.1
3008,956,1532606,25,31,0.1
3009,753,1533359,19,25,0.1
3010,829,1534188,23,38,0.1
3011,633,1534821,15,18,0.1
3012,1060,1535881,23,26,0.1
3013,553,1536434,13,16,0.1
3014,853,1537287,24,33,0.1
3015,602,1537889,14,20,0.1
3016,756,1538645,20,29,0.1
3017,736,1539381,19,28,0.1
3018,839,1540220,22,34,0.1
3019,986,1541206,24,30,0.1
3020,714,1541920,16,19,0.1
3021,1040,1542960,28,43,0.1
3022,745,1543705,19,28,0.1
3023,622,1544327,15,21,0.1
3024,753,1545080,19,25,0.1
3025,624,1545704,15,24,0.1
3026,636,1546340,15,24,0.1
3027,635,1546975,16,19,0.1
3028,641,1547616,16,19,0.1
3029,792,1548408,18,24,0.1
3030,674,1549082,15,15,0.1
3031,824,1549906,22,34,0.1
3032,926,1550832,23,26,0.1
3033,901,1551733,23,26,0.1
3034,787,1552520,20,23,0.1
3035,887,1553407,22,25,0.1
3036,660,1554067,16,19,0.1
3037,951,1555018,26,35,0.1
3038,837,1555855,21,27,0.1
3039,615,1556470,15,18,0.1
3040,913,1557383,25,31,0.1
3041,584,1557967,15,18,0.1
3042,517,1558484,14,32,0.1
3043,831,1559315,18,24,0.1
3044,930,1560245,27,39,0.1
3045,618,1560863,15,15,0.1
3046,667,1561530,17,20,0.1
3047,840,1562370,22,34,0.1
3048,890,1563260,24,30,0.1
3049,877,1564137,23,35,0.1
3050,717,1564854,19,28,0.1
3051,859,1565713,22,31,0.1
3052,934,1566647,25,34,0.1
3053,889,1567536,23,29,0.1
3054,629,1568165,16,16,0.1
3055,734,1568899,20,26,0.1
3056,1006,1569905,25,40,0.1
3057,784,1570689,21,24,0.1
3058,820,1571509,21,30,0.1
3059,1058,1572567,26,29,0.1
3060,755,1573322,19,25,0.1
3061,689,1574011,19,25,0.1
3062,608,1574619,16,22,0.1
3063,638,1575257,16,22,0.1
3064,700,1575957,19,25,0.1
3065,755,1576712,18,30,0.1
3066,999,1577711,26,44,0.1
3067,862,1578573,23,29,0.1
3068,784,1579357,21,27,0.1
3069,750,1580107,20,29,0.1
3070,1033,1581140,27,42,0.1
3071,786,1581926,21,27,0.1
3072,667,1582593,16,16,0.1
3073,311,1582904,6,6,0.1
3074,731,1583635,18,27,0.1
3075,825,1584460,18,24,0.1
3076,925,1585385,25,34,0.1
3077,801,1586186,23,35,0.1
3078,819,1587005,19,22,0.1
3079,901,1587906,22,31,0.1
3080,786,1588692,20,23,0.1
3081,830,1589522,22,28,0.1
3082,768,1590290,20,29,0.1
3083,840,1591130,22,28,0.1
3084,856,1591986,24,30,0.1
3085,951,1592937,24,27,0.1
3086,722,1593659,18,21,0.1
3087,762,1594421,19,19,0.1
3088,861,1595282,22,25,0.1
3089,475,1595757,9,9,0.1
3090,653,1596410,16,22,0.1
3091,659,1597069,15,18,0.1
3092,824,1597893,22,31,0.1
3093,915,1598808,22,31,0.1
3094,641,1599449,17,23,0.1
3095,688,1600137,16,19,0.1
3096,1096,1601233,30,48,0.1
3097,925,1602158,25,28,0.1
3098,713,1602871,19,25,0.1
3099,729,1603600,19,25,0.1
3100,741,1604341,19,19,0.1
3101,519,1604860,13,13,0.1
3102,673,1605533,18,21,0.1
3103,719,1606252,17,17,0.1
3104,762,1607014,19,22,0.1
3105,610,1607624,16,19,0.1
3106,885,1608509,25,28,0.1
3107,876,1609385,24,39,0.1
3108,681,1610066,17,23,0.1
3109,934,1611000,24,27,0.1
3110,878,1611878,23,38,0.1
3111,809,1612687,20,29,0.1
3112,775,1613462,22,25,0.1
3113,634,1614096,16,19,0.1
3114,642,1614738,16,25,0.1
3115,913,1615651,24,24,0.1
3116,940,1616591,27,45,0.1
3117,863,1617454,24,33,0.1
3118,459,1617913,10,10,0.1
3119,681,1618594,16,16,0.1
3120,725,1619319,20,29,0.1
3121,491,1619810,11,11,0.1
3122,625,1620435,16,22,0.1
3123,817,1621252,22,25,0.1
3124,867,1622119,24,33,0.1
3125,476,1622595,11,11,0.1
3126,744,1623339,18,27,0.1
3127,844,1624183,22,31,0.1
3128,909,1625092,23,29,0.1
3129,895,1625987,24,30,0.1
3130,876,1626863,23,29,0.1
3131,893,1627756,23,29,0.1
3132,742,1628498,20,26,0.1
3133,1485,1629983,40,58,0.1
3134,945,1630928,25,31,0.1
3135,1028,1631956,27,36,0.1
3136,697,1632653,18,24,0.1
3137,740,1633393,20,26,0.1
3138,964,1634357,26,47,0.1
3139,986,1635343,25,31,0.1
3140,680,1636023,17,23,0.1
3141,852,1636875,21,24,0.1
3142,1008,1637883,28,34,0.1
3143,644,1638527,17,23,0.1
3144,562,1639089,12,15,0.1
3145,1052,1640141,29,35,0.1
3146,894,1641035,23,38,0.1
3147,766,1641801,21,27,0.1
3148,806,1642607,22,34,0.1
3149,971,1643578,24,33,0.1
3150,546,1644124,14,17,0.1
3151,659,1644783,18,21,0.1
3152,818,1645601,24,36,0.1
3153,476,1646077,10,16,0.1
3154,749,1646826,18,21,0.1
3155,739,1647565,18,27,0.1
3156,805,1648370,21,27,0.1
3157,998,1649368,26,38,0.1
3158,721,1650089,17,23,0.1
3159,807,1650896,21,27,0.1
3160,907,1651803,22,25,0.1
3161,730,1652533,16,19,0.1
3162,805,1653338,21,24,0.1
3163,1168,1654506,33,54,0.1
3164,973,1655479,27,33,0.1
3165,826,1656305,22,40,0.1
3166,1062,1657367,28,40,0.1
3167,996,1658363,26,41,0.1
3168,909,1659272,25,37,0.1
3169,880,1660152,22,28,0.1
3170,1299,1661451,31,49,0.1
3171,1089,1662540,28,40,0.1
3172,1041,1663581,24,33,0.1
3173,862,1664443,22,25,0.1
3174,851,1665294,25,34,0.1
3175,777,1666071,22,34,0.1
3176,986,1667057,25,28,0.1
3177,645,1667702,17,26,0.1
3178,770,1668472,19,22,0.1
3179,822,1669294,24,33,0.1
3180,805,1670099,22,22,0.1
3181,641,1670740,17,20,0.1
3182,602,1671342,15,15,0.1
3183,936,1672278,27,39,0.1
3184,652,1672930,17,26,0.1
3185,710,1673640,17,17,0.1
3186,846,1674486,21,27,0.1
3187,751,1675237,20,26,0.1
3188,621,1675858,15,18,0.1
3189,732,1676590,18,21,0.1
3190,1104,1677694,30,45,0.1
3191,858,1678552,23,32,0.1
3192,627,1679179,17,20,0.1
3193,881,1680060,24,33,0.1
3194,966,1681026,27,33,0.1
3195,704,1681730,18,27,0.1
3196,722,1682452,19,28,0.1
3197,733,1683185,18,24,0.1
3198,727,1683912,17,20,0.1
3199,818,1684730,19,28,0.1
3200,967,1685697,24,27,0.1
3201,1012,1686709,24,33,0.1
3202,783,1687492,18,21,0.1
3203,721,1688213,18,24,0.1
3204,820,1689033,21,27,0.1
3205,880,1689913,24,39,0.1
3206,749,1690662,19,19,0.1
3207,952,1691614,22,25,0.1
3208,1158,1692772,33,57,0.1
3209,893,1693665,24,36,0.1
3210,855,1694520,22,25,0.1
3211,716,1695236,19,19,0.1
3212,865,1696101,24,33,0.1
3213,827,1696928,20,26,0.1
3214,667,1697595,16,19,0.1
3215,462,1698057,12,12,0.1
3216,932,1698989,25,37,0.1
3217,606,1699595,17,26,0.1
3218,682,1700277,18,21,0.1
3219,757,1701034,17,17,0.1
3220,673,1701707,16,22,0.1
3221,773,1702480,20,23,0.1
3222,836,1703316,21,27,0.1
3223,594,1703910,14,14,0.1
3224,395,1704305,9,15,0.1
3225,932,1705237,24,39,0.1
3226,993,1706230,27,36,0.1
3227,877,1707107,23,32,0.1
3228,648,1707755,16,19,0.1
3229,876,1708631,24,36,0.1
3230,1198,1709829,30,45,0.1
3231,822,1710651,22,25,0.1
3232,944,1711595,24,27,0.1
3233,1104,1712699,29,44,0.1
3234,1056,1713755,28,37,0.1
3235,775,1714530,21,27,0.1
3236,826,1715356,22,37,0.1
3237,812,1716168,21,27,0.1
3238,927,1717095,24,30,0.1
3239,930,1718025,22,28,0.1
3240,1174,1719199,32,41,0.1
3241,725,1719924,20,26,0.1
3242,790,1720714,23,35,0.1
3243,1081,1721795,28,43,0.1
3244,680,1722475,16,19,0.1
3245,815,1723290,22,28,0.1
3246,715,1724005,17,23,0.1
3247,828,1724833,22,34,0.1
3248,1078,1725911,25,37,0.1
3249,776,1726687,19,19,0.1
3250,650,1727337,16,19,0.1
3251,1167,1728504,31,43,0.1
3252,1056,1729560,26,41,0.1
3253,481,1730041,13,22,0.1
3254,1002,1731043,25,34,0.1
3255,759,1731802,21,27,0.1
3256,687,1732489,19,34,0.1
3257,652,1733141,14,14,0.1
3258,774,1733915,19,22,0.1
3259,524,1734439,12,12,0.1
3260,729,1735168,18,24,0.1
3261,847,1736015,21,24,0.1
3262,806,1736821,20,26,0.1
3263,551,1737372,13,19,0.1
3264,511,1737883,13,16,0.1
3265,959,1738842,25,34,0.1
3266,685,1739527,17,20,0.1
3267,867,1740394,25,37,0.1
3268,590,1740984,15,15,0.1
3269,959,1741943,22,31,0.1
3270,866,1742809,22,28,0.1
3271,837,1743646,24,33,0.1
3272,510,1744156,12,18,0.1
3273,976,1745132,26,41,0.1
3274,580,1745712,13,19,0.1
3275,1043,1746755,28,37,0.1
3276,800,1747555,23,29,0.1
3277,359,1747914,7,7,0.1
3278,932,1748846,25,28,0.1
3279,758,1749604,20,26,0.1
3280,735,1750339,18,21,0.1
3281,908,1751247,24,36,0.1
3282,748,1751995,18,21,0.1
3283,728,1752723,17,20,0.1
3284,1166,1753889,32,47,0.1
3285,876,1754765,23,32,0.1
3286,621,1755386,16,22,0.1
3287,888,1756274,22,28,0.1
3288,601,1756875,14,14,0.1
3289,771,1757646,20,29,0.1
3290,769,1758415,20,29,0.1
3291,1020,1759435,27,36,0.1
3292,933,1760368,24,39,0.1
3293,728,1761096,18,21,0.1
3294,975,1762071,24,30,0.1
3295,783,1762854,22,37,0.1
3296,779,1763633,21,27,0.1
3297,1144,1764777,31,49,0.1
3298,487,1765264,12,15,0.1
3299,896,1766160,25,31,0.1
3300,800,1766960,21,24,0.1
3301,686,1767646,18,18,0.1
3302,820,1768466,21,21,0.1
3303,727,1769193,17,17,0.1
3304,1376,1770569,36,54,0.1
3305,758,1771327,21,27,0.1
3306,830,1772157,21,24,0.1
3307,784,1772941,21,27,0.1
3308,1001,1773942,25,28,0.1
3309,792,1774734,20,26,0.1
3310,875,1775609,22,28,0.1
3311,929,1776538,26,35,0.1
3312,1095,1777633,29,41,0.1
3313,504,1778137,12,15,0.1
3314,642,1778779,17,20,0.1
3315,627,1779406,16,22,0.1
3316,1032,1780438,27,33,0.1
3317,851,1781289,23,29,0.1
3318,816,1782105,21,24,0.1
3319,862,1782967,23,26,0.1
3320,872,1783839,21,30,0.1
3321,727,1784566,20,26,0.1
3322,874,1785440,22,28,0.1
3323,902,1786342,23,35,0.1
3324,989,1787331,26,32,0.1
3325,799,1788130,21,27,0.1
3326,1073,1789203,29,32,0.1
3327,647,1789850,14,17,0.1
3328,938,1790788,22,25,0.1
3329,756,1791544,21,30,0.1
3330,604,1792148,15,33,0.1
3331,689,1792837,17,17,0.1
3332,779,1793616,21,24,0.1
3333,1030,1794646,28,37,0.1
3334,502,1795148,11,11,0.1
3335,717,1795865,18,21,0.1
3336,634,1796499,18,30,0.1
3337,1098,1797597,29,44,0.1
3338,940,1798537,24,30,0.1
3339,921,1799458,25,37,0.1
3340,813,1800271,20,32,0.1
3341,609,1800880,12,12,0.1
3342,807,1801687,22,31,0.1
3343,771,1802458,18,21,0.1
3344,694,1803152,17,23,0.1
3345,584,1803736,14,14,0.1
3346,846,1804582,22,28,0.1
3347,1034,1805616,28,37,0.1
3348,1015,1806631,27,36,0.1
3349,569,1807200,13,16,0.1
3350,626,1807826,17,23,0.1
3351,874,1808700,24,30,0.1
3352,843,1809543,21,27,0.1
3353,728,1810271,19,22,0.1
3354,784,1811055,21,27,0.1
3355,759,1811814,18,21,0.1
3356,777,1812591,21,24,0.1
3357,1027,1813618,27,39,0.1
3358,943,1814561,26,38,0.1
3359,1073,1815634,28,37,0.1
3360,636,1816270,16,16,0.1
3361,536,1816806,14,17,0.1
3362,737,1817543,21,21,0.1
3363,866,1818409,23,26,0.1
3364,702,1819111,19,25,0.1
3365,674,1819785,17,20,0.1
3366,890,1820675,22,28,0.1
3367,709,1821384,19,22,0.1
3368,787,1822171,21,27,0.1
3369,543,1822714,11,11,0.1
3370,735,1823449,18,18,0.1
3371,716,1824165,17,20,0.1
3372,1060,1825225,28,40,0.1
3373,835,1826060,24,30,0.1
3374,709,1826769,18,18,0.1
3375,892,1827661,24,33,0.1
3376,787,1828448,20,35,0.1
3377,821,1829269,21,21,0.1
3378,684,1829953,17,26,0.1
3379,858,1830811,21,21,0.1
3380,893,1831704,23,29,0.1
3381,1118,1832822,30,45,0.1
3382,446,1833268,10,13,0.1
3383,801,1834069,20,26,0.1
3384,1018,1835087,24,27,0.1
3385,1039,1836126,26,38,0.1
3386,1037,1837163,27,30,0.1
3387,791,1837954,21,27,0.1
3388,1199,1839153,30,48,0.1
3389,492,1839645,11,14,0.1
3390,761,1840406,21,30,0.1
3391,825,1841231,21,27,0.1
3392,787,1842018,21,33,0.1
3393,892,1842910,24,33,0.1
3394,611,1843521,15,21,0.1
3395,999,1844520,27,42,0.1
3396,694,1845214,18,30,0.1
3397,953,1846167,24,33,0.1
3398,839,1847006,16,25,0.1
3399,1035,1848041,27,39,0.1
3400,926,1848967,24,36,0.1
3401,725,1849692,18,18,0.1
3402,1208,1850900,34,58,0.1
3403,728,1851628,19,22,0.1
3404,681,1852309,16,16,0.1
3405,998,1853307,28,37,0.1
3406,1233,1854540,34,43,0.1
3407,578,1855118,15,21,0.1
3408,864,1855982,19,22,0.1
3409,552,1856534,13,13,0.1
3410,700,1857234,18,18,0.1
3411,600,1857834,16,25,0.1
3412,576,1858410,16,25,0.1
3413,717,1859127,20,23,0.1
3414,569,1859696,12,18,0.1
3415,873,1860569,24,36,0.1
3416,1197,1861766,32,50,0.1
3417,830,1862596,22,28,0.1
3418,675,1863271,18,21,0.1
3419,893,1864164,25,34,0.1
3420,1206,1865370,32,50,0.1
3421,740,1866110,20,29,0.1
3422,860,1866970,16,16,0.1
